sample	carton	date_purchased	date_expiration	assay	average_cycle_threshold	isolate_average_copies_per_uL	dairyproduct_average_copies_per_mL	primer_asset_file	probe_asset_file	RNA_extraction_method	positive_for_HPAI	processing_plant_state	SRA_bioproject	SRA_accession	contributors	date_contributed
dholab_30642_15	dholab_carton_0172	2024-09-24	2024-10-01	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-07
dholab_30642_16	dholab_carton_0173	2024-09-24	2024-11-29	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CO			dholab	2024-10-07
dholab_30688_01	dholab_carton_0174	2024-10-07	2024-10-17	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CO			dholab	2024-10-21
dholab_30688_02	dholab_carton_0175	2024-10-07	2024-12-07	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_03	dholab_carton_0176	2024-10-07	2024-10-14	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_04	dholab_carton_0177	2024-10-07	2024-10-17	qPCR	33.16	156.5		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	MI			dholab	2024-10-21
dholab_30688_05	dholab_carton_0178	2024-10-07	2024-12-06	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_06	dholab_carton_0179	2024-10-07	2024-11-02	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_07	dholab_carton_0180	2024-10-07	2024-11-07	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_08	dholab_carton_0181	2024-10-07	2024-11-07	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_10	dholab_carton_0183	2024-10-07	2024-11-19	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_11	dholab_carton_0184	2024-10-07	2024-10-12	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_12	dholab_carton_0185	2024-10-07	2024-10-12	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_13	dholab_carton_0186	2024-10-07		qPCR	36.01	18.3		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-10-21
dholab_30688_14	dholab_carton_0187	2024-10-07		qPCR	35.7	23.2		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-10-21
dholab_30688_15	dholab_carton_0188	2024-10-07		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_16	dholab_carton_0189	2024-10-07		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-10-21
dholab_30688_17	dholab_carton_0190	2024-10-07		qPCR	34.095	77.6		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-10-21
dholab_30730_01	dholab_carton_0193	2024-10-22	2024-11-05	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_02	dholab_carton_0194	2024-10-22	2024-12-27	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CO			dholab	2024-12-18
dholab_30730_03	dholab_carton_0195	2024-10-22	2024-10-26	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_04	dholab_carton_0196	2024-10-22	2024-10-26	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_05	dholab_carton_0197	2024-10-22	2024-12-14	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_06	dholab_carton_0198	2024-10-22	2024-12-07	qPCR	35.385	364.5		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	MI			dholab	2024-12-18
dholab_30730_07	dholab_carton_0199	2024-10-22	2024-11-04	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_08	dholab_carton_0200	2024-10-22	2024-11-24	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CA			dholab	2024-12-18
dholab_30730_09	dholab_carton_0201	2024-10-22	2024-11-05	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_10	dholab_carton_0202	2024-10-22	2024-11-04	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_11	dholab_carton_0203	2024-10-22	2024-11-05	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_12	dholab_carton_0204	2024-10-22	2025-06-30	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CA			dholab	2024-12-18
dholab_30730_13	dholab_carton_0205	2024-10-22		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_14	dholab_carton_0206	2024-10-22		qPCR	37.73	0.53385		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-12-18
dholab_30730_15	dholab_carton_0207	2024-10-22		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_16	dholab_carton_0208	2024-10-22	2024-10-30	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30730_17	dholab_carton_0209	2024-10-22	2024-11-06	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_01	dholab_carton_0191	2024-10-12	2024-10-18	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_02	dholab_carton_0192	2024-10-14	2024-11-02	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_03	dholab_carton_0210	2024-11-05	2024-11-15	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_04	dholab_carton_0211	2024-11-05	2024-12-27	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CO			dholab	2024-12-18
dholab_30777_05	dholab_carton_0212	2024-11-05	2024-12-26	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	MI			dholab	2024-12-18
dholab_30777_06	dholab_carton_0213	2024-11-05	2024-11-19	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_07	dholab_carton_0214	2024-11-05	2024-11-21	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_08	dholab_carton_0215	2024-11-05	2024-11-15	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_09	dholab_carton_0216	2024-11-05		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_10	dholab_carton_0217	2024-11-05		qPCR	34.985	24.8		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-12-18
dholab_30777_11	dholab_carton_0218	2024-11-05		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_12	dholab_carton_0219	2024-11-05		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_13	dholab_carton_0220	2024-11-05	2024-11-08	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_14	dholab_carton_0221	2024-11-05	2024-12-06	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30777_15	dholab_carton_0222	2024-11-05	2024-12-14	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_01	dholab_carton_0223	2024-11-01	2024-11-17	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_02	dholab_carton_0224	2024-11-02	2024-11-12	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_03	dholab_carton_0225	2024-11-19	2024-02-04	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CO			dholab	2024-12-18
dholab_30828_04	dholab_carton_0226	2024-11-19	2024-11-29	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_05	dholab_carton_0227	2024-11-19	2024-12-03	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_06	dholab_carton_0228	2024-11-19	2025-01-10	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	MN			dholab	2024-12-18
dholab_30828_07	dholab_carton_0229	2024-11-19	2024-12-03	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_08	dholab_carton_0230	2024-11-19	2024-12-05	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_09	dholab_carton_0231	2024-11-19	2024-12-05	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_10	dholab_carton_0232	2024-11-19	2024-12-26	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	MI			dholab	2024-12-18
dholab_30828_11	dholab_carton_0233	2024-11-19		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_12	dholab_carton_0234	2024-11-19		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_13	dholab_carton_0235	2024-11-19		qPCR	33.52	99.6		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-12-18
dholab_30828_14	dholab_carton_0236	2024-11-19		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_15	dholab_carton_0237	2024-11-19	2024-01-20	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30828_16	dholab_carton_0238	2024-11-19	2024-11-24	qPCR	30.08	855		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-12-18
dholab_30828_17	dholab_carton_0239	2024-11-19	2024-12-28	qPCR	38.485	5.125		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-12-18
dholab_30828_18	dholab_carton_0240	2024-11-19	2024-12-06	qPCR	34.745	47.1		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-12-18
dholab_30870_22	dholab_carton_0255	2024-12-03	2025-01-04	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_23	dholab_carton_0256	2024-12-03	2025-01-18	qPCR	35.9	5.2		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-12-18
dholab_30870_08	dholab_carton_0241	2024-11-20	2024-11-29	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_09	dholab_carton_0242	2024-11-16	2024-11-30	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_10	dholab_carton_0243	2024-12-03	2025-02-21	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CO			dholab	2024-12-18
dholab_30870_11	dholab_carton_0244	2024-12-03	2024-12-13	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_12	dholab_carton_0245	2024-12-03	2024-12-18	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_13	dholab_carton_0246	2024-12-03	2024-12-26	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	MI			dholab	2024-12-18
dholab_30870_14	dholab_carton_0247	2024-12-03	2024-12-16	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_15	dholab_carton_0248	2024-12-03	2024-12-17	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_16	dholab_carton_0249	2024-12-03		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_17	dholab_carton_0250	2024-12-03		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_18	dholab_carton_0251	2024-12-03		qPCR	34.62	14.05		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2024-12-18
dholab_30870_19	dholab_carton_0252	2024-12-03		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_20	dholab_carton_0253	2024-12-03	2025-02-20	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30870_21	dholab_carton_0254	2024-12-03	2025-01-19	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2024-12-18
dholab_30923_01	dholab_carton_0257	2024-12-17	2025-01-03	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0258	2024-12-17	2025-01-01	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0259	2024-12-17	2024-12-30	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0260	2024-12-17	2024-12-31	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0261	2024-12-17	2025-02-03	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	MO			dholab	2025-01-24
dholab_30923_01	dholab_carton_0262	2024-12-17	2025-01-12	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	MI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0263	2024-12-17	2024-12-31	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0264	2024-12-17	2024-12-30	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0265	2024-12-17	2025-01-11	qPCR	34.735	28.75		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	IA			dholab	2025-01-24
dholab_30923_01	dholab_carton_0266	2024-12-17	2024-12-31	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	IA			dholab	2025-01-24
dholab_30923_01	dholab_carton_0267	2024-12-17	2025-02-01	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	IN			dholab	2025-01-24
dholab_30923_01	dholab_carton_0268	2024-12-17	2024-12-30	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0269	2024-12-17	2025-01-26	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0270	2024-12-17		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0271	2024-12-17		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0272	2024-12-17		qPCR	36.555	8.74		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2025-01-24
dholab_30923_01	dholab_carton_0273	2024-12-17		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30965_01	dholab_carton_0274	2025-01-07	2025-03-20	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CO			dholab	2025-01-24
dholab_30965_02	dholab_carton_0275	2025-01-07	2024-12-19	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30965_03	dholab_carton_0276	2025-01-07	2025-01-23	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30965_04	dholab_carton_0277	2025-01-07	2025-01-23	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
